CATEGORYID,USESTATUS_LAST_ID,P_MANUFACTURERID,DATEMANUFACTURE,NATIONALFACT,OWNER,MA_HIEU,TYSO_BIEN,U_LVLN,P_DM,CAP_CX,I_DM,I_ODD,I_ON,PHA,CACH_DIEN,KIEU_TI,KIEU_LD,KNCDNMDM,TTCTC,BCTBMD,CDDRNN
0110D00_TI,USING,HSX.00628,2017,TB040.00021,TB0632,TBI_CT_TI_KIEU_LD.00041,TBI_CT_TSB_TI.00077,PB-501067,PB-100123,PB-100120,PB-100111,25,TBI_CT_I_OD.1,EVN.PHA_B,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00628,2017,TB040.00021,TB0632,TBI_CT_TI_KIEU_LD.00041,TBI_CT_TSB_TI.00077,PB-501067,PB-100123,PB-100120,PB-100111,25,TBI_CT_I_OD.1,EVN.PHA_C,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00491,2011,TB040.00051,TB0632,TBI_CT_TI_KIEU_LD.00009,TBI_CT_TSB_TI.00069,PB-501066,PB-100123,PB-100120,PB-100109,25,TBI_CT_I_OD.2,EVN.PHA_B,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00628,2017,TB040.00051,TB0632,TBI_CT_TI_KIEU_LD.00041,TBI_CT_TSB_TI.00076,PB-501066,PB-100123,PB-100120,PB-100111,25,TBI_CT_I_OD.2,EVN.PHA_B,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00628,2017,TB040.00051,TB0632,TBI_CT_TI_KIEU_LD.00041,TBI_CT_TSB_TI.00076,PB-501066,PB-100123,PB-100120,PB-100111,25,TBI_CT_I_OD.2,EVN.PHA_B,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,RETIRE,HSX.00505,2017,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00041,TBI_CT_TSB_TI.00077,PB-501067,PB-100123,PB-100120,PB-100109,62.5,TBI_CT_I_OD.2,EVN.PHA_B,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,RETIRE,HSX.00505,2017,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00041,TBI_CT_TSB_TI.00077,PB-501067,PB-100123,PB-100120,PB-100109,62.5,TBI_CT_I_OD.2,EVN.PHA_C,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00628,2015,TB040.00021,TB0632,TBI_CT_TI_KIEU_LD.00041,TBI_CT_TSB_TI.00037,PB-501066,PB-100123,PB-100120,PB-100107,25,TBI_CT_I_OD.2,EVN.PHA_A,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00628,2015,TB040.00021,TB0632,TBI_CT_TI_KIEU_LD.00041,TBI_CT_TSB_TI.00037,PB-501066,PB-100123,PB-100120,PB-100107,25,TBI_CT_I_OD.2,EVN.PHA_B,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00628,2015,TB040.00021,TB0632,TBI_CT_TI_KIEU_LD.00041,TBI_CT_TSB_TI.00037,PB-501066,PB-100123,PB-100120,PB-100107,25,TBI_CT_I_OD.2,EVN.PHA_C,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,TVH,HSX.00035,2005,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00038,TBI_CT_TSB_TI.00072,PB-501066,PB-100123,PB-100120,PB-100109,25,TBI_CT_I_OD.8,EVN.PHA_A,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,TVH,HSX.00035,2005,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00038,TBI_CT_TSB_TI.00072,PB-501066,PB-100123,PB-100120,PB-100109,25,TBI_CT_I_OD.8,EVN.PHA_A,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,TVH,HSX.00035,2005,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00038,TBI_CT_TSB_TI.00072,PB-501066,PB-100123,PB-100120,PB-100109,25,TBI_CT_I_OD.8,EVN.PHA_A,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,RETIRE,HSX.00628,2017,TB040.00021,TB0632,TBI_CT_TI_KIEU_LD.00042,TBI_CT_TSB_TI.00076,PB-501066,PB-100123,PB-100120,PB-100111,62.5,TBI_CT_I_OD.2,EVN.PHA_A,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,RETIRE,HSX.00628,2017,TB040.00021,TB0632,TBI_CT_TI_KIEU_LD.00042,TBI_CT_TSB_TI.00076,PB-501066,PB-100123,PB-100120,PB-100111,62.5,TBI_CT_I_OD.2,EVN.PHA_B,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,RETIRE,HSX.00628,2017,TB040.00021,TB0632,TBI_CT_TI_KIEU_LD.00042,TBI_CT_TSB_TI.00076,PB-501066,PB-100123,PB-100120,PB-100111,62.5,TBI_CT_I_OD.2,EVN.PHA_C,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,RETIRE,HSX.00628,2017,TB040.00021,TB0632,TBI_CT_TI_KIEU_LD.00042,TBI_CT_TSB_TI.00076,PB-501066,PB-100123,PB-100120,PB-100111,62.5,TBI_CT_I_OD.2,EVN.PHA_A,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,RETIRE,HSX.00628,2017,TB040.00021,TB0632,TBI_CT_TI_KIEU_LD.00042,TBI_CT_TSB_TI.00076,PB-501066,PB-100123,PB-100120,PB-100111,62.5,TBI_CT_I_OD.2,EVN.PHA_B,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,RETIRE,HSX.00628,2017,TB040.00021,TB0632,TBI_CT_TI_KIEU_LD.00042,TBI_CT_TSB_TI.00076,PB-501066,PB-100123,PB-100120,PB-100111,62.5,TBI_CT_I_OD.2,EVN.PHA_C,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00628,2015,TB040.00021,TB0632,TBI_CT_TI_KIEU_LD.00041,TBI_CT_TSB_TI.00076,PB-501067,PB-100123,PB-100120,PB-100111,62.5,TBI_CT_I_OD.2,EVN.PHA_C,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00046,2016,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00050,TBI_CT_TSB_TI.00077,PB-501066,PB-100123,PB-100120,PB-100111,62.5,TBI_CT_I_OD.2,EVN.PHA_A,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00046,2016,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00050,TBI_CT_TSB_TI.00077,PB-501066,PB-100123,PB-100120,PB-100111,62.5,TBI_CT_I_OD.2,EVN.PHA_B,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00473,2007,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00042,TBI_CT_TSB_TI.00070,PB-501066,PB-100123,PB-100120,PB-100109,25,TBI_CT_I_OD.2,EVN.PHA_A,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00046,2016,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00050,TBI_CT_TSB_TI.00077,PB-501066,PB-100123,PB-100120,PB-100111,62.5,TBI_CT_I_OD.2,EVN.PHA_B,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00473,2007,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00042,TBI_CT_TSB_TI.00070,PB-501066,PB-100123,PB-100120,PB-100109,25,TBI_CT_I_OD.2,EVN.PHA_C,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00046,2016,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00050,TBI_CT_TSB_TI.00077,PB-501066,PB-100123,PB-100120,PB-100111,62.5,TBI_CT_I_OD.2,EVN.PHA_C,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00473,2007,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00040,TBI_CT_TSB_TI.00070,PB-501066,PB-100123,PB-100120,PB-100109,25,TBI_CT_I_OD.2,EVN.PHA_A,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00473,2007,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00040,TBI_CT_TSB_TI.00070,PB-501066,PB-100123,PB-100120,PB-100109,25,TBI_CT_I_OD.2,EVN.PHA_B,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00046,2016,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00050,TBI_CT_TSB_TI.00077,PB-501066,PB-100123,PB-100120,PB-100111,62.5,TBI_CT_I_OD.2,EVN.PHA_B,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00046,2016,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00050,TBI_CT_TSB_TI.00077,PB-501066,PB-100123,PB-100120,PB-100111,62.5,TBI_CT_I_OD.2,EVN.PHA_C,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00628,2012,TB040.00021,TB0632,TBI_CT_TI_KIEU_LD.00040,TBI_CT_TSB_TI.00070,PB-501066,PB-100123,PB-100120,PB-100109,NULL,NULL,EVN.PHA_A,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00628,2012,TB040.00021,TB0632,TBI_CT_TI_KIEU_LD.00040,TBI_CT_TSB_TI.00070,PB-501066,PB-100123,PB-100120,PB-100109,NULL,NULL,EVN.PHA_B,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00628,2012,TB040.00021,TB0632,TBI_CT_TI_KIEU_LD.00040,TBI_CT_TSB_TI.00070,PB-501066,PB-100123,PB-100120,PB-100109,NULL,NULL,EVN.PHA_C,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00628,2013,TB040.00021,TB0632,TBI_CT_TI_KIEU_LD.00040,TBI_CT_TSB_TI.00037,PB-501066,PB-100123,PB-100120,PB-100107,NULL,NULL,EVN.PHA_A,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00035,2002,TB040.00018,TB0632,TBI_CT_TI_KIEU_LD.00037,TBI_CT_TSB_TI.00070,PB-501066,PB-100123,PB-100120,PB-100109,62.5,TBI_CT_I_OD.2,EVN.PHA_B,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00035,2002,TB040.00018,TB0632,TBI_CT_TI_KIEU_LD.00037,TBI_CT_TSB_TI.00070,PB-501066,PB-100123,PB-100120,PB-100109,62.5,TBI_CT_I_OD.2,EVN.PHA_C,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00628,2013,TB040.00021,TB0632,TBI_CT_TI_KIEU_LD.00040,TBI_CT_TSB_TI.00037,PB-501066,PB-100123,PB-100120,PB-100107,NULL,NULL,EVN.PHA_A,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00628,2015,TB040.00021,TB0632,TBI_CT_TI_KIEU_LD.00041,TBI_CT_TSB_TI.00037,PB-501067,PB-100123,PB-100120,PB-100107,62.5,TBI_CT_I_OD.2,EVN.PHA_B,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00628,2015,TB040.00021,TB0632,TBI_CT_TI_KIEU_LD.00041,TBI_CT_TSB_TI.00037,PB-501067,PB-100123,PB-100120,PB-100107,62.5,TBI_CT_I_OD.2,EVN.PHA_C,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00628,2017,TB040.00021,TB0632,TBI_CT_TI_KIEU_LD.00041,TBI_CT_TSB_TI.00037,PB-501067,PB-100123,PB-100120,PB-100107,NULL,NULL,EVN.PHA_A,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00628,2017,TB040.00021,TB0632,TBI_CT_TI_KIEU_LD.00041,TBI_CT_TSB_TI.00037,PB-501067,PB-100123,PB-100120,PB-100107,NULL,NULL,EVN.PHA_B,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00628,2017,TB040.00021,TB0632,TBI_CT_TI_KIEU_LD.00041,TBI_CT_TSB_TI.00037,PB-501067,PB-100123,PB-100120,PB-100107,NULL,NULL,EVN.PHA_C,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00628,2017,TB040.00021,TB0632,TBI_CT_TI_KIEU_LD.00041,TBI_CT_TSB_TI.00076,PB-501066,PB-100123,PB-100120,PB-100109,62.5,TBI_CT_I_OD.2,EVN.PHA_A,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501695,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00628,2017,TB040.00021,TB0632,TBI_CT_TI_KIEU_LD.00041,TBI_CT_TSB_TI.00076,PB-501067,PB-100123,PB-100120,PB-100109,62.5,TBI_CT_I_OD.2,EVN.PHA_B,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501695,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00628,2017,TB040.00021,TB0632,TBI_CT_TI_KIEU_LD.00041,TBI_CT_TSB_TI.00076,PB-501066,PB-100123,PB-100120,PB-100109,62.5,TBI_CT_I_OD.2,EVN.PHA_C,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501695,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00051,2012,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00049,TBI_CT_TSB_TI.00070,PB-501066,PB-100123,PB-100120,PB-100109,25,TBI_CT_I_OD.1,EVN.PHA_A,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00051,2012,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00049,TBI_CT_TSB_TI.00070,PB-501066,PB-100123,PB-100120,PB-100109,25,TBI_CT_I_OD.1,EVN.PHA_A,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00051,2012,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00049,TBI_CT_TSB_TI.00070,PB-501066,PB-100123,PB-100120,PB-100109,25,TBI_CT_I_OD.1,EVN.PHA_C,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00555,2014,TB040.00068,TB0632,TBI_CT_TI_KIEU_LD.00039,TBI_CT_TSB_TI.00037,PB-501067,PB-100123,PB-100120,PB-100107,25,TBI_CT_I_OD.2,EVN.PHA_A,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501501,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00513,2016,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00048,TBI_CT_TSB_TI.00100,PB-501066,PB-100123,PB-100120,PB-100111,80,TBI_CT_I_OD.4,EVN.PHA_A,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00513,2016,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00048,TBI_CT_TSB_TI.00100,PB-501066,PB-100123,PB-100120,PB-100111,80,TBI_CT_I_OD.4,EVN.PHA_B,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00513,2016,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00048,TBI_CT_TSB_TI.00100,PB-501066,PB-100123,PB-100120,PB-100111,80,TBI_CT_I_OD.4,EVN.PHA_C,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00513,2016,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00048,TBI_CT_TSB_TI.00100,PB-501066,PB-100123,PB-100120,PB-100111,80,TBI_CT_I_OD.4,EVN.PHA_A,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00513,2016,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00048,TBI_CT_TSB_TI.00100,PB-501066,PB-100123,PB-100120,PB-100111,80,TBI_CT_I_OD.4,EVN.PHA_B,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00513,2016,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00048,TBI_CT_TSB_TI.00100,PB-501066,PB-100123,PB-100120,PB-100111,80,TBI_CT_I_OD.4,EVN.PHA_C,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00046,2016,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00049,TBI_CT_TSB_TI.00037,PB-501066,PB-100123,PB-100120,PB-100107,62.5,TBI_CT_I_OD.2,EVN.PHA_A,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501501,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00046,2016,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00049,TBI_CT_TSB_TI.00037,PB-501066,PB-100123,PB-100120,PB-100107,62.5,TBI_CT_I_OD.2,EVN.PHA_B,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501501,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00046,2016,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00049,TBI_CT_TSB_TI.00037,PB-501066,PB-100123,PB-100120,PB-100107,62.5,TBI_CT_I_OD.2,EVN.PHA_C,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501501,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00046,2016,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00050,TBI_CT_TSB_TI.00077,PB-501066,PB-100123,PB-100120,PB-100111,62.5,TBI_CT_I_OD.2,EVN.PHA_B,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00046,2016,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00050,TBI_CT_TSB_TI.00077,PB-501066,PB-100123,PB-100120,PB-100111,62.5,TBI_CT_I_OD.2,EVN.PHA_C,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00513,2016,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00048,TBI_CT_TSB_TI.00035,PB-501066,PB-100123,PB-100120,PB-100107,80,TBI_CT_I_OD.4,EVN.PHA_A,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00513,2016,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00048,TBI_CT_TSB_TI.00035,PB-501066,PB-100123,PB-100120,PB-100107,80,TBI_CT_I_OD.4,EVN.PHA_B,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00513,2016,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00048,TBI_CT_TSB_TI.00035,PB-501066,PB-100123,PB-100120,PB-100107,80,TBI_CT_I_OD.4,EVN.PHA_C,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00473,2007,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00042,TBI_CT_TSB_TI.00037,PB-501066,PB-100123,PB-100120,PB-100109,25,TBI_CT_I_OD.2,EVN.PHA_A,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00473,2007,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00042,TBI_CT_TSB_TI.00037,PB-501066,PB-100123,PB-100120,PB-100109,25,TBI_CT_I_OD.2,EVN.PHA_B,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00473,2007,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00041,TBI_CT_TSB_TI.00067,PB-501067,PB-100123,PB-100120,PB-100109,80,TBI_CT_I_OD.4,EVN.PHA_A,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00473,2007,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00041,TBI_CT_TSB_TI.00067,PB-501067,PB-100123,PB-100120,PB-100109,80,TBI_CT_I_OD.4,EVN.PHA_B,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00473,2007,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00041,TBI_CT_TSB_TI.00067,PB-501067,PB-100123,PB-100120,PB-100109,80,TBI_CT_I_OD.4,EVN.PHA_C,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00473,2007,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00041,TBI_CT_TSB_TI.00067,PB-501067,PB-100123,PB-100120,PB-100109,80,TBI_CT_I_OD.4,EVN.PHA_A,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00473,2007,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00041,TBI_CT_TSB_TI.00067,PB-501067,PB-100123,PB-100120,PB-100109,80,TBI_CT_I_OD.4,EVN.PHA_B,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00473,2007,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00041,TBI_CT_TSB_TI.00067,PB-501067,PB-100123,PB-100120,PB-100109,80,TBI_CT_I_OD.4,EVN.PHA_C,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00555,2013,TB040.00068,TB0632,TBI_CT_TI_KIEU_LD.00039,TBI_CT_TSB_TI.00067,PB-501067,PB-100123,PB-100120,PB-100109,80,TBI_CT_I_OD.4,EVN.PHA_A,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00555,2013,TB040.00068,TB0632,TBI_CT_TI_KIEU_LD.00039,TBI_CT_TSB_TI.00067,PB-501067,PB-100123,PB-100120,PB-100109,80,TBI_CT_I_OD.4,EVN.PHA_B,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00555,2013,TB040.00068,TB0632,TBI_CT_TI_KIEU_LD.00039,TBI_CT_TSB_TI.00067,PB-501067,PB-100123,PB-100120,PB-100109,80,TBI_CT_I_OD.4,EVN.PHA_C,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00473,2007,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00041,TBI_CT_TSB_TI.00037,PB-501067,PB-100123,PB-100120,PB-100107,25,TBI_CT_I_OD.2,EVN.PHA_B,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00473,2007,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00041,TBI_CT_TSB_TI.00037,PB-501067,PB-100123,PB-100120,PB-100107,25,TBI_CT_I_OD.2,EVN.PHA_C,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00183,2022,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00050,PB-500169,PB-501066,PB-501457,PB-100121,TBI_CT_TI_IDM.124,25,TBI_CT_I_OD.2,EVN.PHA_B,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00183,2022,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00050,PB-500169,PB-501066,PB-501457,PB-100121,TBI_CT_TI_IDM.124,25,TBI_CT_I_OD.2,EVN.PHA_C,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00183,2022,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00050,PB-500169,PB-501066,PB-501457,PB-100121,TBI_CT_TI_IDM.124,25,TBI_CT_I_OD.2,EVN.PHA_A,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
0110D00_TI,USING,HSX.00183,2022,TB040.00002,TB0632,TBI_CT_TI_KIEU_LD.00050,PB-500169,PB-501066,PB-501457,PB-100121,TBI_CT_TI_IDM.124,25,TBI_CT_I_OD.2,EVN.PHA_B,TBI_CT_TI_CD.1,PB-501055,PB-501057,PB-501069,NULL,EVN.CO,PB-501073
